store,name,address,city,zipcode,store_location,county_number
4008,Sioux Valley Spirits,116 E MAIN ST,ANTHON,51004,"116 E MAIN ST
ANTHON 51004
(42.388232408000079, -95.867320252999946)",97
4011,Jim and Charlies Affiliated,121 NORTH CLINTON,ALBIA,52531,"121 NORTH CLINTON
ALBIA 52531
(41.028960449000067, -92.808426855999983)",68
4023,Wal-Mart 1389 / Boone,1515 SE MARSHALL ST,BOONE,50036,"1515 SE MARSHALL ST
BOONE 50036
(42.035117950000028, -93.870260309999935)",8
4129,Cyclone Liquors,626 LINCOLN WAY,AMES,50010,"626 LINCOLN WAY
AMES 50010
(42.022782773000074, -93.602920557999937)",85
4180,Smokin' Joe's #10 Tobacco and Liquor,480 7TH AVE,MARION,52302,"480 7TH AVE
MARION 52302
(42.033307715000035, -91.605310975999942)",57
4210,Sichanh Liquor Store,812 FLINDT DR,STORM LAKE,50588,"812 FLINDT DR
STORM LAKE 50588
(42.645774307000067, -95.189255409999987)",11
4295,Nat Food Mart #1 / Hubbel,3804 HUBBELL,DES MOINES,50317,"3804 HUBBELL
DES MOINES 50317
(41.630856007000034, -93.54142442999995)",77
4268,Fareway Stores #531 / Algona,1905 HIGHWAY 18 E,ALGONA,50511,"1905 HIGHWAY 18 E
ALGONA 50511
(43.082827653000038, -94.214091078999957)",55
4300,Fareway Stores #625 / Oskaloosa,311  3RD AVE W,OSKALOOSA,52577,"311 3RD AVE W
OSKALOOSA 52577
(41.292638249000049, -92.647890952999944)",62
4403,Kum & Go #4098 / Windsor Heights,7229 Universty Ave,Windsor Heights,50311,"7229 Universty Ave
Windsor Heights 50311
(41.600372120000031, -93.716587705999984)",77
4326,Stratford Food Center,829 SHAKESPEARE AVE,STRATFORD,50249,"829 SHAKESPEARE AVE
STRATFORD 50249
(42.270687052000028, -93.927162369999962)",40
4366,Kum and Go #137 / Tiffin,101 VILLAGE DR,TIFFIN,52340,"101 VILLAGE DR
TIFFIN 52340
(41.697276929000054, -91.664376293999965)",52
4408,KUM & GO #2217 / BOONE,315 STORY ST,BOONE,50036,"315 STORY ST
BOONE 50036
(42.058790428000066, -93.88003742099994)",8
4554,Kum & Go #229 / Sioux City,1821 HAMILTON BLVD,SIOUX CITY,51103,"1821 HAMILTON BLVD
SIOUX CITY 51103
(42.510247529000026, -96.416857277999952)",97
4428,Kum & Go #200 / Ames,4510 MORTENSEN RD,AMES,50014,"4510 MORTENSEN RD
AMES 50014
(42.012063096000077, -93.679162436999945)",85
4439,CENTER POINT FOODS,800 FORD LANE,CENTER POINT,52213,"800 FORD LANE
CENTER POINT 52213
(42.177692084000057, -91.77609066399998)",57
4437,Kum & Go #215  Ames,4506 LINCOLN WAY,AMES,50010,"4506 LINCOLN WAY
AMES 50010
(42.022932739000055, -93.678895218999969)",85
4453,SID'S GAS and GROCERIES,"1116, HWY 69 SOUTH",FOREST CITY,50436,"1116, HWY 69 SOUTH
FOREST CITY 50436
(43.274391281000078, -93.636548750999964)",95
4548,Casey's General Store #2594 / Walker,401 GRANT ST,WALKER,52352,"401 GRANT ST
WALKER 52352
(42.283881767000025, -91.781970757999943)",57
4529,Casey's General Store #3262 / Buffal,101 1st ST NE,BUFFALO CENTER,50424,"101 1st ST NE
BUFFALO CENTER 50424
(43.385887222000065, -93.945060683999941)",95
4583,Kum & Go #5100 / Manson,208 MAIN ST,MANSON,50563,"208 MAIN ST
MANSON 50563
(42.517850285000065, -94.53456805999997)",13
4618,Hawkeye Convenience Stores East,1581 1st AVE SE,CEDAR RAPIDS,52403,"1581 1st AVE SE
CEDAR RAPIDS 52403
(41.989467586000046, -91.649908879999941)",57
4762,Huber's Store Inc.,"101, MAIN ST",FORT ATKINSON,52144,"101, MAIN ST
FORT ATKINSON 52144
(43.143415653000034, -91.93268433999998)",96
4861,The Station / Cedar Rapids,"3645, STONE CREEK CIRCLE SW",CEDAR RAPIDS,52404,"3645, STONE CREEK CIRCLE SW
CEDAR RAPIDS 52404
(41.946559010000044, -91.695068096999989)",57
4846,Casey's General Store #2697 / Onawa,"706, 10TH ST",ONAWA,51040,"706, 10TH ST
ONAWA 51040
(42.030400508000071, -96.097237347999965)",67
4841,Cozy Mart,"2920, W LOCUST ST",DAVENPORT,52804,"2920, W LOCUST ST
DAVENPORT 52804
(41.538197570000079, -90.619951008999976)",82
4847,Slagle Foods LeClaire,1301 EAGLE RIDGE RD,LECLAIRE,52753,"1301 EAGLE RIDGE RD
LECLAIRE 52753
(41.587367739000058, -90.359822236999946)",82
4862,Pronto Market / Kingsley,101 MAIN ST,KINGSLEY,51028,"101 MAIN ST
KINGSLEY 51028
(42.586991888000057, -95.967291011999976)",75
4901,Fareway Stores #137 / Polk City,1101 S 5TH ST,POLK CITY,50226,"1101 S 5TH ST
POLK CITY 50226
(41.763889247000066, -93.719273366999971)",77
9010,Broadbent Distillery,6175 50TH AVE,NORWALK,50211,"6175 50TH AVE
NORWALK 50211
(41.436484502000042, -93.712224858999946)",91
4965,Pronto,6087 HWY 110 S,STORM LAKE,50588,"6087 HWY 110 S
STORM LAKE 50588
(42.634231900000032, -95.239573251999957)",11
2560,Hy-vee Food Store/marion,3600 BUSINESS HWY 151 EAST,MARION,52302,"3600 BUSINESS HWY 151 EAST
MARION 52302
(42.040537134000033, -91.587246784999991)",57
2413,Beecher Beverage,1691 ASBURY ROAD,DUBUQUE,52001,"1691 ASBURY ROAD
DUBUQUE 52001
(42.50079106000004, -90.696941880999987)",31
2523,Hy-vee Food Store / Centerville,414 N 18TH ST,CENTERVILLE,52544,"414 N 18TH ST
CENTERVILLE 52544
(40.73515915400003, -92.867975239999964)",4
2508,Hy-vee Food Store #1/ceda,"1843 JOHNSON AVENUE, N.W.",CEDAR RAPIDS,52405,"1843 JOHNSON AVENUE, N.W.
CEDAR RAPIDS 52405
(41.974462988000028, -91.698380777999944)",57
2623,Hy-vee Food Store #4 / Sioux City,2827 HAMILTON BLVD,SIOUX CITY,51104,"2827 HAMILTON BLVD
SIOUX CITY 51104
(42.51978381400005, -96.41783671799999)",97
2958,Dahl's / E 33rd,3400 E 33 ST,DES MOINES,50317,"3400 E 33 ST
DES MOINES 50317
(41.626627547000055, -93.551564668999958)",77
3417,Big G Food Store,PO BOX 261  310 W DILLON,MARENGO,52301,"PO BOX 261 310 W DILLON
MARENGO 52301
(41.793206386000065, -92.076277153999968)",48
3635,Clark's Food Mart / Ogden,302 WEST WALNUT ST,OGDEN,50212,"302 WEST WALNUT ST
OGDEN 50212
(42.039012663000051, -94.03094024699999)",8
3584,L and M Beverage,1011 S FREDERICK M/A PO BX 572,OELWEIN,50662,"1011 S FREDERICK M/A PO BX 572
OELWEIN 50662
(42.663707539000029, -91.913530071999958)",33
3632,Wal-Mart 2004 / Dubuque,4200 DODGE ST,DUBUQUE,52003,"4200 DODGE ST
DUBUQUE 52003
(42.489005527000074, -90.736967026999992)",31
3650,"Spirits, Stogies and Stuff",118 South Main St.,HOLSTEIN,51025,"118 South Main St.
HOLSTEIN 51025
(42.48868948900008, -95.544722826999987)",47
3648,Fairbank Food Center,102  4TH ST NORTH BOX 434,FAIRBANK,50629,"102 4TH ST NORTH BOX 434
FAIRBANK 50629
(42.639630341000043, -92.047378132999938)",10
3682,Jumbo's,110 E MAIN ST,WESLEY,50483,"110 E MAIN ST
WESLEY 50483
(43.088293915000065, -93.991450842999939)",55
3717,The Liquor Stop / Sumner,201 W 1st ST,SUMNER,50674,"201 W 1st ST
SUMNER 50674
(42.847431691000054, -92.099340281999957)",9
3726,Wal-Mart 1285 / Ottumwa,1940 VENTURE DR,OTTUMWA,52501,"1940 VENTURE DR
OTTUMWA 52501
(41.014593799000068, -92.456483115999958)",90
3735,C B Liquor,1202 A AVE EAST,OSKALOOSA,52577,"1202 A AVE EAST
OSKALOOSA 52577
(41.296242586000062, -92.631542378999939)",10
3731,Wal-Mart 1241 / Davenport,5811 ELMORE AVE,DAVENPORT,52807,"5811 ELMORE AVE
DAVENPORT 52807
(41.581880573000035, -90.529014080999957)",82
3738,Hartig Drug Company #4 / Dubuque,2225 CENTRAL AVE,DUBUQUE,52001,"2225 CENTRAL AVE
DUBUQUE 52001
(42.514091541000028, -90.671698833999983)",31
3789,Wal-Mart 1393 / Oskaloosa,2203 A AVENUE WEST,OSKALOOSA,52577,"2203 A AVENUE WEST
OSKALOOSA 52577
(41.296208018000073, -92.66992027699996)",62
3853,Ram Liquor Mart,3108 WEST CENTRAL PARK AVE #2,DAVENPORT,52804,"3108 WEST CENTRAL PARK AVE #2
DAVENPORT 52804
(41.545447727000067, -90.620160724999948)",82
3858,Harolds Jack N Jill / Davenport,6723 NW BLVD UNIT 2,DAVENPORT,52806,"6723 NW BLVD UNIT 2
DAVENPORT 52806
(41.589401517000056, -90.609814385999982)",82
3870,Target Store T-1939 / Altoona,3414 8TH ST SW,ALTOONA,50009,"3414 8TH ST SW
ALTOONA 50009
(41.644046990000049, -93.503333803999965)",77
3879,Target Store T-1800 / Sioux City,5775 SUNNYBROOK DR,SIOUX CITY,51106,"5775 SUNNYBROOK DR
SIOUX CITY 51106
(42.45158993900003, -96.332530936999945)",97
3916,Smokin' Joe's #5 Tobacco and Liquor,1115 ALBIA RD,OTTUMWA,52501,"1115 ALBIA RD
OTTUMWA 52501
(41.009377420000078, -92.437235400999953)",90
3968,Monroe Liquor,105 W SHERMAN PO BX 1023,MONROE,50170,"105 W SHERMAN PO BX 1023
MONROE 50170
(41.517307853000034, -93.103507791999959)",50
2353,Cresco Liquor Store,708 2ND AVE SE,CRESCO,52136,"708 2ND AVE SE
CRESCO 52136
(43.371136862000071, -92.106470600999955)",45
3994,Great Spirits Wine And Li,72 NORTH HWY 71,ARNOLDS PARK,51331,"72 NORTH HWY 71
ARNOLDS PARK 51331
(43.368798586000025, -95.12750850499998)",30
3778,Family Pantry,4538 LOWER BEAVER RD,DES MOINES,50310,"4538 LOWER BEAVER RD
DES MOINES 50310
(41.638669630000038, -93.665897367999946)",77
3761,Cheese's Food Center,200 N WALNUT ST,LENOX,50851,"200 N WALNUT ST
LENOX 50851
(40.882723933000079, -94.560401166999952)",87
3766,Kolby's Liquor Store,419 W MILWAUKEE,NEW HAMPTON,50659,"419 W MILWAUKEE
NEW HAMPTON 50659
(43.066776600000026, -92.322999333999974)",19
4071,Kellogg Country Store,103 BLAIR ST,KELLOG,50136,"103 BLAIR ST
KELLOG 50136
(41.714407192000067, -92.903035693999982)",50
3881,7 Rayos Liquor Store,120 E MAIN ST,MARSHALLTOWN,50158,"120 E MAIN ST
MARSHALLTOWN 50158
(42.04916772200005, -92.910410709999951)",64
3888,Wal-Mart 0647 / Grinnell,415 INDUSTRIAL AVE,GRINNELL,50112,"415 INDUSTRIAL AVE
GRINNELL 50112
(41.720937943000081, -92.730380503999982)",79
4099,Chubbys Liquor,68 MONROE PO BOX 249,FLOYD,50435,"68 MONROE PO BOX 249
FLOYD 50435
(43.122497905000046, -92.736994118999974)",34
4093,Hiway 20 Liquors / Ft Dod,1724  5TH AVE SOUTH,FORT DODGE,50501,"1724 5TH AVE SOUTH
FORT DODGE 50501
(42.501106478000054, -94.173900394999976)",94
4084,Fareway Stores #061 / Ankeny,3205 NORTH ANKENY BLVD,ANKENY,50023,"3205 NORTH ANKENY BLVD
ANKENY 50023
(41.749385189000066, -93.600168118999989)",77
4234,Fareway Stores #788 / Spencer,104 E EIGHTH ST,SPENCER,51301,"104 E EIGHTH ST
SPENCER 51301
(43.145762062000074, -95.142699767999943)",21
4248,Fareway Stores #021 / Sheldon,2603 PARK ST,SHELDON,51201,"2603 PARK ST
SHELDON 51201
(43.186080656000058, -95.820877646999975)",71
4340,Dahl's Foods / Ames,3121 GRAND AVE,AMES,50010,"3121 GRAND AVE
AMES 50010
(42.05345882000006, -93.620687590999978)",85
4297,Discount Liquor / Cedar Rapids,2933  1ST AVE SE,CEDAR RAPIDS,52402,"2933 1ST AVE SE
CEDAR RAPIDS 52402
(42.007051822000051, -91.634813999999949)",57
4393,KUM & GO #206 / CLIVE,1725 NW 86TH ST,CLIVE,50325,"1725 NW 86TH ST
CLIVE 50325
(41.607251514000041, -93.736293720999981)",77
4272,Fareway Stores #407 / Esterville,1108 CENTRAL AVE,ESTHERVILLE,51334,"1108 CENTRAL AVE
ESTHERVILLE 51334
(43.402007682000033, -94.830353362999972)",32
4322,Hometown Foods / Baxter,103 N MAIN ST,BAXTER,50028,"103 N MAIN ST
BAXTER 50028
(41.826119379000033, -93.151373578999937)",50
4360,Kum and Go #333 / Newton,405 1ST AVE E,NEWTON,50208,"405 1ST AVE E
NEWTON 50208
(41.699545473000057, -93.049595008999972)",50
4373,Kum and Go #74 / West Des M,141 S JORDAN CREEK PKWY,WEST DES MOINES,50266,"141 S JORDAN CREEK PKWY
WEST DES MOINES 50266
(41.566735942000037, -93.809175535999941)",77
4379,Kum and Go #2091 / Ashworth,5969 ASHWORTH RD,WEST DES MOINES,50266,"5969 ASHWORTH RD
WEST DES MOINES 50266
(41.584400684000059, -93.789975058999971)",77
4384,Kum and Go #2093 / Adel,409 NILE KINNICK DR,ADEL,50003,"409 NILE KINNICK DR
ADEL 50003
(41.614180185000066, -94.017473529999961)",25
4517,Casey's General Store #2767 / Cedar,3434 1ST AVE NE,CEDAR RAPIDS,52402,"3434 1ST AVE NE
CEDAR RAPIDS 52402
(42.013098997000043, -91.63502717199998)",57
4429,Kum & Go #32 / Colfax,1200 N WALNUT ST,COLFAX,50054,"1200 N WALNUT ST
COLFAX 50054
(41.686861513000053, -93.247196181999982)",50
4446,QUIK TRIP #513 / URBANDALE,4600 MERLE HAY RD,URBANDALE,50322,"4600 MERLE HAY RD
URBANDALE 50322
(41.644152187000032, -93.698073685999987)",77
4490,Casey's General Store #2766 / Cedar,380 33RD AVE SW,CEDAR RAPIDS,52404,"380 33RD AVE SW
CEDAR RAPIDS 52404
(41.94500720800005, -91.672179041999982)",57
4492,Casey's General Store #2773 / Cedar,3625 EDGEWOOD RD SW,CEDAR RAPIDS,52404,"3625 EDGEWOOD RD SW
CEDAR RAPIDS 52404
(41.94231086800005, -91.715954227999987)",57
4531,Casey's General Store #2626 / Afton,501 N DOUGLAS ST,AFTON,50830,"501 N DOUGLAS ST
AFTON 50830
(41.03114269100007, -94.197564485999976)",88
4576,THE BOONEDOCKS,228 N HWY 71,ARNOLDS PARK,51331,"228 N HWY 71
ARNOLDS PARK 51331
(43.371144678000064, -95.125732897999967)",30
4556,Casey's General Store #2552 / Goldfi,319 E HWY 3,GOLDFIELD,50542,"319 E HWY 3
GOLDFIELD 50542
(42.731561688000056, -93.917060235999941)",99
4569,Car-Go-Express / Sutherland,202 WEST SOUTHERN ST,SUTHERLAND,51058,"202 WEST SOUTHERN ST
SUTHERLAND 51058
(42.96806076300004, -95.498511701999973)",71
4700,J & C Grocery / Allison,"306, N MAIN",ALLISON,50602,"306, N MAIN
ALLISON 50602
(42.75329948500007, -92.795073061999972)",12
4636,Kwik Shop #561 / Cedar Rapids,2904 CENTER POINT RD NE,CEDAR RAPIDS,52402,"2904 CENTER POINT RD NE
CEDAR RAPIDS 52402
(42.007182030000081, -91.662813295999968)",57
4651,Casey's General Store #2300 / Jewell,"301, MAIN ST",JEWELL,50130,"301, MAIN ST
JEWELL 50130
(42.302739980000069, -93.640035428999965)",40
4661,Quik Trip #531 / Grimes,"1900, SE 37th ST",GRIMES,50111,"1900, SE 37th ST
GRIMES 50111
(41.658493487000044, -93.773370692999947)",77
4675,Kum & Go #113 / Ames,2801 E 13TH ST,AMES,50010,"2801 E 13TH ST
AMES 50010
(42.034538352000027, -93.57572094599999)",85
4679,Walgreens #12393 / Cedar Rapids,5750 C AVE NE,CEDAR RAPIDS,52402,"5750 C AVE NE
CEDAR RAPIDS 52402
(42.036000598000044, -91.638473646999955)",57
4708,No Frills Supermarkets #803 / Glenwo,423 SHARP ST,GLENWOOD,51534,"423 SHARP ST
GLENWOOD 51534
(41.046282701000052, -95.742990197999973)",65
4702,Walgreens #05361 / Fort Dodge,2503 5th AVE S,FORT DODGE,50501,"2503 5th AVE S
FORT DODGE 50501
(42.501172158000031, -94.162439799999959)",94
4757,EZ Mart / Bondurant,1111 SE LINCOLN ST,BONDURANT,50035,"1111 SE LINCOLN ST
BONDURANT 50035
(41.692717979000065, -93.457410032999974)",77
4754,Walgreens #12148 / Waverly,320 W BREMER AVE,WAVERLY,50677,"320 W BREMER AVE
WAVERLY 50677
(42.725772875000075, -92.474775042999966)",9
4764,New Star / Fort Dodge,1923 5TH AVE S,FORT DODGE,50501,"1923 5TH AVE S
FORT DODGE 50501
(42.501071909000075, -94.171140679999951)",94
4805,Liquor Tobacco & Grocery / Fort Dodg,902 1ST AVE N,FORT DODGE,50501,"902 1ST AVE N
FORT DODGE 50501
(42.506317096000032, -94.186134170999992)",94
4812,Liquor Beer & Tobacco Outlet / Charl,1908 CLARK ST,CHARLES CITY,50616,"1908 CLARK ST
CHARLES CITY 50616
(43.059103556000025, -92.661903851999966)",34
4820,Lil' Chubs Corner Stop,712 S OAK ST,INWOOD,51240,"712 S OAK ST
INWOOD 51240
(43.302139379000039, -96.430812562999961)",60
4865,Rolfe Area Market,412 GARFIELD ST,ROLFE,50581,"412 GARFIELD ST
ROLFE 50581
(42.814378487000056, -94.527907870999968)",76
4878,Shortee's Pit Stop,"215, S RERICK AVE",PRIMGHAR,51245,"215, S RERICK AVE
PRIMGHAR 51245
(43.086165712000025, -95.624271839999949)",71
4895,Big Discount Liquor,5427 CENTER POINT RD NE,CEDAR RAPIDS,52402,"5427 CENTER POINT RD NE
CEDAR RAPIDS 52402
(42.03341948700006, -91.668117248999977)",57
4904,Larchwood Quick Stop,832 BROADWAY ST,LARCHWOOD,51241,"832 BROADWAY ST
LARCHWOOD 51241
(43.453558265000026, -96.434089467999968)",60
2228,Rodgers Spirits and More,53 GREEN ST,WINTERSET,50273,"53 GREEN ST
WINTERSET 50273
(41.336418044000027, -94.014310515999966)",61
2205,Ding's Honk And Holler,900 E WASHINGTON,CLARINDA,51632,"900 E WASHINGTON
CLARINDA 51632
(40.739251978000027, -95.02742809199998)",73
2367,Spencer's Grocery,101 SOUTH BURNETT,SHENANDOAH,51601,"101 SOUTH BURNETT
SHENANDOAH 51601
(40.765802103000055, -95.381872838999982)",73
2522,Hy-vee Wine and Spirits / S,HWY 9 & 71,SPIRIT LAKE,51360,"HWY 9 &amp; 71
SPIRIT LAKE 51360
(43.430311949000043, -94.993766446999985)",30
2532,Hy-vee Food Store #2/des,2540 E EUCLID,DES MOINES,50317,"2540 E EUCLID
DES MOINES 50317
(41.627778263000039, -93.568530706999979)",77
2661,Hy-Vee Food Store / Sheldon,1989 PARK ST,SHELDON,51201,"1989 PARK ST
SHELDON 51201
(43.186058514000081, -95.831460334999974)",71
2657,Hy-vee Food Store / Bedford,1604 BENT,BEDFORD,50833,"1604 BENT
BEDFORD 50833
(40.672664076000046, -94.725603360999969)",87
2848,CVS Pharmacy #10114 / Ankeny,104 E FIRST ST,ANKENY,50023,"104 E FIRST ST
ANKENY 50023
(41.731969627000069, -93.600173136999956)",77
2964,Dahl's / Ankeny,1802 N ANKENY BLVD,ANKENY,50023,"1802 N ANKENY BLVD
ANKENY 50023
(41.747351699000035, -93.600437390999957)",77
3420,Sam's Club 6344 / Windsor Heights,1101  73RD STREET,WINDSOR HEIGHTS,50311,"1101 73RD STREET
WINDSOR HEIGHTS 50311
(41.597748839000076, -93.718363184999987)",77
3676,T and M Foods,107 E TRAER,GREENE,50636,"107 E TRAER
GREENE 50636
(42.895924319000073, -92.801816214999974)",12
3624,Wal-Mart 0748 / Newton,300 IOWA SPEEDWAY DR,NEWTON,50208,"300 IOWA SPEEDWAY DR
NEWTON 50208
(41.696951137000042, -93.014451018999978)",50
3622,Wal-Mart 1415 / Spirit Lake,2600 HWY 71,SPIRIT LAKE,51360,"2600 HWY 71
SPIRIT LAKE 51360
(43.415692726000032, -95.126458432999982)",30
3656,Target Store T-1767 / Ankeny,2135 SE DELAWARE AVE,ANKENY,50021,"2135 SE DELAWARE AVE
ANKENY 50021
(41.708469101000048, -93.581043335999937)",77
3695,Mrs. B's Liquor,623 S MARION ST,REMSEN,51050,"623 S MARION ST
REMSEN 51050
(42.809837634000075, -95.976972653999951)",75
3704,Celtics Beverage Company,1122 BROADWAY,EMMETSBURG,50536,"1122 BROADWAY
EMMETSBURG 50536
(43.10936954500005, -94.678842961999976)",74
4114,After 5 Somewhere,704 W 7TH ST PO BOX 372,ATLANTIC,50022,"704 W 7TH ST PO BOX 372
ATLANTIC 50022
(41.404098387000033, -95.02333510699998)",15
4153,Fareway Stores #067 / Evansdale,215 S EVANS RD,EVANSDALE,50707,"215 S EVANS RD
EVANSDALE 50707
(42.475840394000045, -92.287793667999949)",7
4276,Wj's Liquor,107 N MILL ST,LAKE MILLS,50450,"107 N MILL ST
LAKE MILLS 50450
(43.419681343000036, -93.535038483999983)",95
4306,Northside One Stop / Hampton,1208  4TH ST NE,HAMPTON,50441,"1208 4TH ST NE
HAMPTON 50441
(42.753029851000065, -93.202478428999939)",35
4307,Crossroads Wine and Liquor,117 IOWA AVE,DUNLAP,712-2,"117 IOWA AVE
DUNLAP 712-2
(41.637522592000039, -85.923739203999958)",43
4351,Kum & Go #301 / Clear Lake,2325 7th Ave North N,CLEAR LAKE,50248,"2325 7th Ave North N
CLEAR LAKE 50248
(43.144957384000065, -93.361874958999977)",17
4376,Kum and Go #6 / Mason City,1920 S FEDERAL AVE,MASON CITY,50401,"1920 S FEDERAL AVE
MASON CITY 50401
(43.133189515000026, -93.201148695999962)",17
4417,KUM & GO #76 / ADAIR,109 S 5TH ST,ADAIR,50002,"109 S 5TH ST
ADAIR 50002
(41.49807185700007, -94.643468852999945)",1
4455,Kum & Go #1959 / Eldora,2359 EDGINGTON AVE,ELDORA,50627,"2359 EDGINGTON AVE
ELDORA 50627
(42.360541924000074, -93.113780383999938)",42
4491,Casey's General Store #2772 / Cedar,3349 MT VERNON RD SE,CEDAR RAPIDS,52403,"3349 MT VERNON RD SE
CEDAR RAPIDS 52403
(41.976822861000073, -91.619050784999956)",57
4501,Kum & Go #134 / Fairfield,1601 W BURLINGTON AVE,FAIRFIELD,52556,"1601 W BURLINGTON AVE
FAIRFIELD 52556
(41.006489281000029, -91.982978534999972)",51
4523,Casey's General Store #2563 / Exira,312 W WASHINGTON ST,EXIRA,50076,"312 W WASHINGTON ST
EXIRA 50076
(41.591157594000038, -94.879700661999948)",5
4553,Casey's General Store #1892 / Sheffi,702 E GILMAN ST,SHEFFIELD,50475,"702 E GILMAN ST
SHEFFIELD 50475
(42.893171517000042, -93.203200909999964)",35
4594,Quik Trip #554 / SW 63rd DM,901 SW 63rd ST,DES MOINES,50312,"901 SW 63rd ST
DES MOINES 50312
(41.569891081000037, -93.703083806999985)",77
4605,Kum & Go #509 / Marion,1203 BLAIRS FERRY RD,MARION,52302,"1203 BLAIRS FERRY RD
MARION 52302
(42.032343256000047, -91.624684289999948)",57
4620,Nodaway Valley Market,304 4th ST,FONTANELLE,50846,"304 4th ST
FONTANELLE 50846
(41.290992004000032, -94.562651570999947)",1
4668,Clear Lake Payless Foods,"20, SOUTH 4TH ST",CLEAR LAKE,50428,"20, SOUTH 4TH ST
CLEAR LAKE 50428
(43.135782149000079, -93.380160284999988)",17
4621,Casey's General Store #23 / Maxwell,"100, MAIN ST",MAXWELL,50161,"100, MAIN ST
MAXWELL 50161
(41.887850573000037, -93.399707593999949)",85
4630,EZ Stop / Davenport,2923 BRADY ST,DAVENPORT,52803,"2923 BRADY ST
DAVENPORT 52803
(41.549947387000032, -90.570558448999975)",82
4652,Brady Mart Food & Liquor,"3107, BRADY ST",DAVENPORT,52803,"3107, BRADY ST
DAVENPORT 52803
(41.552238124000041, -90.569648146999953)",82
4657,Casey's General Store #2526 / Wellsb,308 N WASHINGTON,WELLSBURG,50680,"308 N WASHINGTON
WELLSBURG 50680
(42.436500341000055, -92.925223292999988)",38
4691,Railroad Street Tobacco and Spirits,701 RAILROAD ST,IOWA FALLS,50126,"701 RAILROAD ST
IOWA FALLS 50126
(42.518671862000076, -93.265780182999947)",42
4692,Walgreens #05886 / Keokuk,1215 MAIN ST,KEOKUK,52632,"1215 MAIN ST
KEOKUK 52632
(40.401412793000077, -91.389119861999973)",56
4739,Walgreens #05306 / Council Bluffs,301 W BENNETT AVE,COUNCIL BLUFFS,51503,"301 W BENNETT AVE
COUNCIL BLUFFS 51503
(41.244733285000052, -95.828188762999957)",78
4741,Walgreens #03700 / Council Bluffs,535 E BROADWAY,COUNCIL BLUFFS,51503,"535 E BROADWAY
COUNCIL BLUFFS 51503
(41.266088524000054, -95.839718494999943)",78
4743,No Frills Supermarkets #791 / Counci,1801 VALLEY VIEW DR,COUNCIL BLUFFS,51503,"1801 VALLEY VIEW DR
COUNCIL BLUFFS 51503
(41.245862974000033, -95.817779272999985)",78
4772,Kum & Go #97 / West Des Moines,196 S 50TH ST,WEST DES MOINES,50265,"196 S 50TH ST
WEST DES MOINES 50265
(41.571102129000053, -93.77093707399996)",77
4760,Walgreens #07455 / Waterloo,111 W RIDGEWAY AVE,WATERLOO,50701,"111 W RIDGEWAY AVE
WATERLOO 50701
(42.469381855000051, -92.357480214999953)",7
4892,Sara Mini Mart,1026 W RIVER DR,DAVENPORT,52802,"1026 W RIVER DR
DAVENPORT 52802
(41.520187405000058, -90.588375030999941)",82
4874,Z's Quickbreak,"201, E WASHINGTON ST",MOUNT PLEASANT,52641,"201, E WASHINGTON ST
MOUNT PLEASANT 52641
(40.965308402000062, -91.551588140999968)",44
4885,SNK Gas & Food LLC,"18820, BELLEVUE CASCADE RD",ZWINGLE,52079,"18820, BELLEVUE CASCADE RD
ZWINGLE 52079
(42.240442304000055, -90.680616404999967)",49
4876,Quick Mart / Hiawatha,"655, ROBBINS RD",HIAWATHA,52233,"655, ROBBINS RD
HIAWATHA 52233
(42.044226043000037, -91.68022990299994)",57
4949,River Drive Smoke Shop,"828, W RIVER DR",DAVENPORT,52802,"828, W RIVER DR
DAVENPORT 52802
(41.520287653000025, -90.585490869999944)",82
2460,"Liquor Barn, Inc.",721 CENTRAL AVENUE WEST,HAMPTON,50441,"721 CENTRAL AVENUE WEST
HAMPTON 50441
(42.741766296000037, -93.216930347999948)",35
2507,Hy-vee Food Store #1/burl,939 ANGULAR,BURLINGTON,52601,"939 ANGULAR
BURLINGTON 52601
(40.801833028000033, -91.110965945999965)",29
2521,Hy-vee Food and Drug / Gran,1990 GRAND AVENUE,WEST DES MOINES,50265,"1990 GRAND AVENUE
WEST DES MOINES 50265
(41.571454727000059, -93.73139076199999)",77
2555,Hy-vee Food Store/keokuk,3111 MAIN,KEOKUK,52632,"3111 MAIN
KEOKUK 52632
(40.415092683000069, -91.403379349999966)",56
2648,Hy-vee #4 / Wdm,555 S 51ST ST,WEST DES MOINES,50265,"555 S 51ST ST
WEST DES MOINES 50265
(41.560375538000073, -93.772927064999976)",77
2650,Hy-vee Wine and Spirits / H,1808 23RD ST,HARLAN,51537,"1808 23RD ST
HARLAN 51537
(41.650563483000042, -95.339854033999984)",83
2841,Cvs Pharmacy #8532 / Cedar Rapids,2711 MT VERNON RD,CEDAR RAPIDS,52403,"2711 MT VERNON RD
CEDAR RAPIDS 52403
(41.976903521000054, -91.627260791999959)",57
2960,Dahl's / Wdm,1208 PROSPECT,WEST DES MOINES,50265,"1208 PROSPECT
WEST DES MOINES 50265
(41.580946457000039, -93.719998987999986)",77
3352,Cork 'n' Bottle,900 EAST MAIN ST.,MANCHESTER,52057,"900 EAST MAIN ST.
MANCHESTER 52057
(42.484096493000038, -91.444909890999952)",28
